genome	module	desc	find	need	completeness
AO.41	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.19	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.145	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.34	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
A2O.155	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
AO.8	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	5	8	62.5
A2O.152	M00009	"Citrate cycle (TCA cycle, Krebs cycle)"	8	8	100
AO.75	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.129	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.72	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.138	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.116	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.95	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.52	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.62	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.83	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.85	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.52	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.7	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.80	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.126	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.93	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.76	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.85	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.16	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.50	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.84	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.135	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.44	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.88	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.32	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.11	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.43	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.97	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.32	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.17	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.10	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.9	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.14	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.22	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.25	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.99	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.26	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.99	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.143	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.92	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.66	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.94	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.103	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.46	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.28	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.21	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	4	4	100
A2O.108	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.102	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.89	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.92	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.34	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.64	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.73	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.144	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.51	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.71	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	4	4	100
A2O.151	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.130	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.69	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.140	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.77	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.134	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.106	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.57	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.101	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.4	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.87	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.53	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.5	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.48	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.69	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.21	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.125	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.24	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.150	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.123	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.132	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.48	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.100	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.29	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.86	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.93	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.31	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.58	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	4	4	100
A2O.8	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.28	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.90	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	4	4	100
A2O.50	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.16	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.49	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.42	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.40	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
AO.57	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	4	4	100
A2O.142	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.13	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.158	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.63	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.74	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.90	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.40	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.74	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.78	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.61	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.35	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.104	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.67	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.53	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.25	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.66	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.18	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.91	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.33	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.68	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.15	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.59	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
A2O.2	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	2	4	50
AO.41	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.152	M00008	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	3	4	75
A2O.28	M00670	Mce transport system	1	1	100
A2O.126	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
AO.84	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
A2O.32	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
A2O.133	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	2	2	100
A2O.148	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	2	2	100
A2O.112	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	2	2	100
A2O.107	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	2	2	100
A2O.82	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
A2O.4	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
A2O.123	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
A2O.132	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	2	2	100
AO.40	M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	1	2	50
A2O.1	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.72	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.116	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.97	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.52	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.79	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.80	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.126	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.16	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.50	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.84	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.135	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.44	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.88	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.11	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.45	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.32	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.17	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.14	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.133	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.71	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.26	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.88	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.96	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.99	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.86	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.143	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.105	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.14	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.94	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.103	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.70	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.124	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.118	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.46	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.28	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.34	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.73	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.148	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.2	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.71	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.20	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.112	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.107	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.77	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.134	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.57	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.101	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.4	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.5	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.73	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.150	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.123	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.132	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.48	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.84	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.19	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.58	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.28	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.18	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.90	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.95	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.16	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.49	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.42	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.13	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.65	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.41	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.77	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.90	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.147	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.40	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.74	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.127	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.78	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.12	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.55	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.5	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
AO.82	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.25	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.18	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.33	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.15	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.59	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.2	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	2	2	100
A2O.145	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
AO.8	M00579	"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"	1	2	50
A2O.1	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
A2O.72	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
A2O.116	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.39	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
AO.97	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.52	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.62	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
A2O.98	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
A2O.79	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.126	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
AO.93	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.81	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
AO.85	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
AO.50	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
A2O.11	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.32	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
A2O.94	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
AO.10	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
AO.25	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	3	5	60
AO.99	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.26	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
A2O.128	M00577	"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin"	4	5	80
