node	description	type	module	module_descr	pathway	pathway_descr	node_type
R11698	S-adenosyl-L-methionine:3-(aminomethyl)indole N-methyltransferase	NA	NA	NA	NA	NA	reaction
R07823	N-acetyl-D-galactosamine-4-sulfate 4-sulfohydrolase	NA	M00076	Dermatan sulfate degradation	map01100	Metabolic pathways	reaction
R04053	3-phosphonopyruvate carboxy-lyase	NA	NA	NA	map01100	Metabolic pathways	reaction
C02798	3-Phosphonopyruvate	NA	NA	NA	NA	NA	compound
R12002	Fe-coproporphyrin III <=> Heme	NA	M00847	Heme biosynthesis, archaea, siroheme => heme	map01110	Biosynthesis of secondary metabolites	reaction
R07824	G13043 + H2O <=> DWA-2 + N-Acetylgalactosamine	NA	M00076	Dermatan sulfate degradation	map01100	Metabolic pathways	reaction
C01074	N-Acetylgalactosamine	NA	NA	NA	NA	NA	compound
R11079	2-epi-5-epi-valiolone 2-epimerase	NA	M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	map01130	Biosynthesis of antibiotics	reaction
C17694	5-epi-Valiolone	NA	NA	NA	NA	NA	compound
R11074	(S)-malate carboxy-lyase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C04874	7,8-Dihydroneopterin	NA	NA	NA	NA	NA	compound
R11073	7,8-dihydroneopterin 2'-epimerase	NA	NA	NA	map00790	Folate biosynthesis	reaction
C21008	7,8-Dihydromonapterin	NA	NA	NA	NA	NA	compound
R11072	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one cyclohydrolase	NA	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	map01100	Metabolic pathways	reaction
R05285	2-chloroethanol:cytochrome c oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R06517	acyl-CoA:sphingosine N-acyltransferase	NA	M00099	Sphingosine biosynthesis	map01100	Metabolic pathways	reaction
C12126	Dihydroceramide	NA	NA	NA	NA	NA	compound
R09279	4-hydroxybutanoate:CoA ligase (AMP-forming)	NA	M00375	Hydroxypropionate-hydroxybutylate cycle	map01120	Microbial metabolism in diverse environments	reaction
C11062	4-Hydroxybutyryl-CoA	NA	NA	NA	NA	NA	compound
R08350	glutathione:glutathionylspermidine amidase	NA	NA	NA	map01100	Metabolic pathways	reaction
R08351	glutathione:glutathionylaminopropylcadaverine amidase	NA	NA	NA	map00480	Glutathione metabolism	reaction
C16566	Glutathionylaminopropylcadaverine	NA	NA	NA	NA	NA	compound
C16567	Homotrypanothione	NA	NA	NA	NA	NA	compound
R08352	glutathione:spermine ligase (ADP-forming)	NA	NA	NA	map00480	Glutathione metabolism	reaction
C00750	Spermine	NA	NA	NA	NA	NA	compound
C16562	Glutathionylspermine	NA	NA	NA	NA	NA	compound
R08353	glutathione:glutathionylspermine ligase (ADP-forming)	NA	NA	NA	map00480	Glutathione metabolism	reaction
R08354	glutathione:aminopropylcadaverine ligase (ADP-forming)	NA	NA	NA	map00480	Glutathione metabolism	reaction
C16565	Aminopropylcadaverine	NA	NA	NA	NA	NA	compound
R08355	glutathione:glutathionylaminopropylcadaverine ligase (ADP-forming)	NA	NA	NA	map00480	Glutathione metabolism	reaction
R08357	homotrypanothione:NADP+ oxidoreductase	NA	NA	NA	map00480	Glutathione metabolism	reaction
C16568	Homotrypanothione disulfide	NA	NA	NA	NA	NA	compound
R07654	4,4'-diaponeurosporene,AH2:oxygen 4-oxidoreductase	NA	NA	NA	map00906	Carotenoid biosynthesis	reaction
C16146	4,4'-Diaponeurosporenic acid	NA	NA	NA	NA	NA	compound
R07127	ATP:3-dehydro-L-gulonate 6-phosphotransferase	NA	NA	NA	map00040	Pentose and glucuronate interconversions	reaction
R07657	1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R08603	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	NA	NA	NA	map01100	Metabolic pathways	reaction
C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione	NA	NA	NA	NA	NA	compound
C16737	5-Deoxy-D-glucuronate	NA	NA	NA	NA	NA	compound
R09275	5,5'-dehydrodivanillate,NADPH:oxygen oxidoreductase (demethylating)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C18347	5,5'-Dehydrodivanillate	NA	NA	NA	NA	NA	compound
R03720	Choloyl-CoA:glycine N-choloyltransferase	NA	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	map01100	Metabolic pathways	reaction
C05122	Taurocholate	Steroids	NA	NA	NA	NA	compound
R03721	S-Adenosyl-L-methionine:columbamine O-methyltransferase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C01795	Columbamine	NA	NA	NA	NA	NA	compound
C05315	Palmatine	NA	NA	NA	NA	NA	compound
R03722	(S)-Tetrahydrocolumbamine:oxigen oxidoreductase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C14831	8(R)-HPODE	NA	NA	NA	NA	NA	compound
R09905	(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate hydroxymutase [(5S,8R,9Z,12Z)-5,8-dihydroxyoctadeca-9,12-dienoate-forming]	NA	NA	NA	map00591	Linoleic acid metabolism	reaction
C20186	5S,8R-DiHODE	NA	NA	NA	NA	NA	compound
R02689	UDP-alpha-D-glucose:1,2-diacyl-sn-glycerol 3-beta-D-glucosyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01986	4-Aminobutyraldehyde:NAD+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R09271	3-O-methylgallate:tetrahydrofolate O-methyltransferase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C01424	Gallate	NA	NA	NA	NA	NA	compound
R01983	D-Galacturonate aldose-ketose-isomerase	NA	M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	map01100	Metabolic pathways	reaction
R01980	ATP:D-galacturonate 1-phosphotransferase	NA	NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	reaction
C04037	1-Phospho-alpha-D-galacturonate	NA	NA	NA	NA	NA	compound
R00097	NADH:cob(III)alamine oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00992	Aquacob(III)alamin	NA	NA	NA	NA	NA	compound
R05616	all-trans-hexaprenyl diphosphate:4-hydroxybenzoate hexaprenyltransferase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C13425	3-Hexaprenyl-4-hydroxybenzoate	NA	NA	NA	NA	NA	compound
R09055	3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide-a:NAD+ oxidoreductase (bacteriochlorophyllide a-forming)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C18155	Bacteriochlorophyllide a	NA	NA	NA	NA	NA	compound
R00095	NADH:monodehydroascorbate oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
C01041	Monodehydroascorbate	NA	NA	NA	NA	NA	compound
R09725	pimeloyl-[acyl-carrier protein]-methyl-ester hydrolase	NA	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	map01100	Metabolic pathways	reaction
C19846	Pimeloyl-[acyl-carrier protein] methyl ester	NA	NA	NA	NA	NA	compound
R09722	cyanophycinase	NA	NA	NA	NA	NA	reaction
C19709	[L-Asp(4-L-Arg)]n	NA	NA	NA	NA	NA	compound
C19713	[L-Asp(4-L-Arg)]n+1	NA	NA	NA	NA	NA	compound
C19843	L-Asp(4-L-Arg)	NA	NA	NA	NA	NA	compound
R09723	beta-D-glucopyranosyl abscisate glucohydrolase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C15970	Abscisic acid glucose ester	NA	NA	NA	NA	NA	compound
R09720	(R)-2-hydroxybutane-1,2,4-tricarboxylate hydro-lyase [(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate-forming]	NA	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	map01120	Microbial metabolism in diverse environments	reaction
R00585	L-Serine:pyruvate aminotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00586	acetyl-CoA:L-serine O-acetyltransferase	NA	M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	map01100	Metabolic pathways	reaction
R00582	O-phospho-L-serine phosphohydrolase	NA	M00020	Serine biosynthesis, glycerate-3P => serine	map01100	Metabolic pathways	reaction
R00278	Pyridoxine 5-phosphate:oxygen oxidoreductase	NA	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	map01100	Metabolic pathways	reaction
R00589	serine racemase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00740	D-Serine	Peptides	NA	NA	NA	NA	compound
R00588	L-Serine:glyoxylate aminotransferase	NA	M00346	Formaldehyde assimilation, serine pathway	map01100	Metabolic pathways	reaction
R10776	2'-deoxyribonucleoside 5'-monophosphate phosphohydrolase	NA	NA	NA	NA	NA	reaction
C00676	Deoxynucleoside 5'-phosphate	NA	NA	NA	NA	NA	compound
C02269	Deoxynucleoside	NA	NA	NA	NA	NA	compound
R06529	adenosylcobyric acid:(R)-1-aminopropan-2-yl phosphate ligase	NA	NA	NA	map01100	Metabolic pathways	reaction
C04122	D-1-Aminopropan-2-ol O-phosphate	NA	NA	NA	NA	NA	compound
C06507	Adenosyl cobyrinate hexaamide	NA	NA	NA	NA	NA	compound
C06509	Adenosyl cobinamide phosphate	NA	NA	NA	NA	NA	compound
R09728	4,4'-diaponeurosporen-4-al,AH2:oxygen 4-oxidoreductase	NA	NA	NA	NA	NA	reaction
C19839	4,4'-Diaponeurosporen-4-al	NA	NA	NA	NA	NA	compound
R06299	(+)-copalyl-diphosphate diphosphate-lyase (pimaradiene-forming)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C06086	Pimaradiene	NA	NA	NA	NA	NA	compound
R06298	(+)-copalyl-diphosphate lyase (decyclizing)	NA	NA	NA	map01100	Metabolic pathways	reaction
R06525	sphinganine,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R06296	ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C11876	6beta,7beta-Dihydroxykaurenoic acid	NA	NA	NA	NA	NA	compound
R06295	ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R06526	dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R06521	3-sn-phosphatidate phosphohydrolase	NA	NA	NA	map00600	Sphingolipid metabolism	reaction
R06520	3-sn-phosphatidate phosphohydrolase	NA	NA	NA	map00600	Sphingolipid metabolism	reaction
R06291	ent-kaur-16-ene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R06522	3-sn-phosphatidate phosphohydrolase	NA	NA	NA	map00600	Sphingolipid metabolism	reaction
R02459	D-Ornithine:2-oxoglutarate aminotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C00405	D-Amino acid	NA	NA	NA	NA	NA	compound
C00515	D-Ornithine	NA	NA	NA	NA	NA	compound
C01110	5-Amino-2-oxopentanoic acid	NA	NA	NA	NA	NA	compound
R02454	D-Mannonate:NAD+ 5-oxidoreductase	NA	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	map01100	Metabolic pathways	reaction
C00514	D-Mannonate	NA	NA	NA	NA	NA	compound
R02457	D-Ornithine:oxygen oxidoreductase (deaminating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R02451	cyclohexa-1,5-diene-1-carbonyl-CoA:ferredoxin oxidoreductase (aromatizing, ATP-forming)	NA	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	map01100	Metabolic pathways	reaction
R02450	phenylglyoxylate:NAD+ oxidoreductase (CoA benzoylating)	NA	NA	NA	map00360	Phenylalanine metabolism	reaction
R02452	benzoyl-CoA:glycine N-benzoyltransferase	NA	NA	NA	map00360	Phenylalanine metabolism	reaction
R07324	1D-myo-inositol-3-phosphate lyase (isomerizing)	NA	NA	NA	map01100	Metabolic pathways	reaction
R00631	aldehyde:NAD+ oxidoreductase	NA	NA	NA	map00071	Fatty acid degradation	reaction
C12032	Clorobiocin	NA	NA	NA	NA	NA	compound
R06775	Novclobiocin 104 + Pyrrole-2-carbonyl-[pcp] <=> Clorobiocin	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C12473	Novclobiocin 104	NA	NA	NA	NA	NA	compound
R02187	Polyphosphate:D-glucose 6-phosphotransferase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C00404	Polyphosphate	NA	NA	NA	NA	NA	compound
R02181	3'-Phosphoadenylylsulfate:chondroitin 6'-sulfotransferase	NA	NA	NA	NA	NA	reaction
C00635	Chondroitin 6-sulfate	NA	NA	NA	NA	NA	compound
R02180	3'-Phosphoadenylylsulfate:chondroitin 4'-sulfotransferase	NA	NA	NA	NA	NA	reaction
C00634	Chondroitin 4-sulfate	NA	NA	NA	NA	NA	compound
R06740	primary-amine oxidase	NA	NA	NA	map01100	Metabolic pathways	reaction
C12455	5-Aminopentanal	NA	NA	NA	NA	NA	compound
R02189	Polyphosphate:D-glucose 6-phosphotransferase	NA	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	map01100	Metabolic pathways	reaction
R06746	L-proline:[peptidyl-carrier protein] ligase (AMP-forming)	NA	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin	map01130	Biosynthesis of antibiotics	reaction
C12470	L-Prolyl-[pcp]	NA	NA	NA	NA	NA	compound
C08585	Capsorubin	NA	NA	NA	NA	NA	compound
R07320	violaxanthin-capsorubin isomerase (ketone-forming)	NA	NA	NA	map00906	Carotenoid biosynthesis	reaction
R00967	UTP:uridine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00966	UMP:diphosphate phospho-alpha-D-ribosyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00965	orotidine-5'-phosphate carboxy-lyase (UMP-forming)	NA	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	map01100	Metabolic pathways	reaction
C01103	Orotidine 5'-phosphate	NA	NA	NA	NA	NA	compound
R00964	ATP:uridine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00963	uridine 5'-monophosphate phosphohydrolase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
R00962	ITP:cytidine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00961	IDP phosphohydrolase	NA	NA	NA	map00230	Purine metabolism	reaction
R00969	P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
C06198	P1,P4-Bis(5'-uridyl) tetraphosphate	NA	NA	NA	NA	NA	compound
R00968	GTP:uridine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R04603	UDP-N-acetyl-D-galactosamine:D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan beta-1,4-N-acetylgalactosaminyltransferase	NA	NA	NA	NA	NA	reaction
C00203	UDP-N-acetyl-D-galactosamine	NA	NA	NA	NA	NA	compound
C04800	D-Glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan	NA	NA	NA	NA	NA	compound
C04913	N-Acetyl-beta-D-galactosaminyl-1,4-beta-D-glucuronyl-N-acetyl-1,3-beta-D-galactosaminylproteoglycan	NA	NA	NA	NA	NA	compound
R04606	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase	NA	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A	map01100	Metabolic pathways	reaction
C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	NA	NA	NA	NA	NA	compound
C04824	Lipid X	NA	NA	NA	NA	NA	compound
C04932	Lipid A disaccharide	NA	NA	NA	NA	NA	compound
C02348	(R)(-)-Allantoin	NA	NA	NA	NA	NA	compound
R03925	allantoin racemase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C02350	(S)-Allantoin	NA	NA	NA	NA	NA	compound
R09313	dihydrokalafungin-dihydroquinone,FMNH2:oxygen oxidoreductase (hydroxylating)	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C18358	DHKred-OH	NA	NA	NA	NA	NA	compound
C18360	Dihydrokalafungin dihydroquinone form	NA	NA	NA	NA	NA	compound
R01214	L-Valine:2-oxoglutarate aminotransferase	NA	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	map01100	Metabolic pathways	reaction
C00183	L-Valine	Peptides	NA	NA	NA	NA	compound
R01215	L-Valine:pyruvate aminotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01212	L-valine:NADP+ oxidoreductase (deaminating)	NA	NA	NA	NA	NA	reaction
R01213	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	NA	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	map01100	Metabolic pathways	reaction
R01218	5,10-methylenetetrahydrofolate:NAD+ oxidoreductase	NA	M00141	C1-unit interconversion, eukaryotes	map01100	Metabolic pathways	reaction
C00445	5,10-Methenyltetrahydrofolate	NA	NA	NA	NA	NA	compound
R07322	squalene mutase (cyclizing)	NA	NA	NA	map00909	Sesquiterpenoid and triterpenoid biosynthesis	reaction
C06310	Diploptene	NA	NA	NA	NA	NA	compound
R04659	UDP-N-acetyl-D-glucosamine:beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide beta-1,3-acetylglucosaminyltransferase	NA	NA	NA	NA	NA	reaction
C04938	N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	NA	NA	NA	NA	NA	compound
R09389	(S)-limonene,NADPH:oxygen oxidoreductase	NA	NA	NA	map00903	Limonene and pinene degradation	reaction
C00521	(-)-Limonene	NA	NA	NA	NA	NA	compound
C19081	(4S)-Limonene-1,2-epoxide	NA	NA	NA	NA	NA	compound
R09384	CTP:tRNA cytidylyltransferase	NA	NA	NA	NA	NA	reaction
C19078	tRNA with a 3' cytidine	NA	NA	NA	NA	NA	compound
C19080	tRNA with a 3' CC end	NA	NA	NA	NA	NA	compound
R09385	(S)-limonene,NADH:oxygen oxidoreductase	NA	NA	NA	map00903	Limonene and pinene degradation	reaction
R09386	ATP:tRNA adenylyltransferase	NA	NA	NA	NA	NA	reaction
C19085	tRNA with a 3' CCA end	NA	NA	NA	NA	NA	compound
R09387	limonene-1,2-epoxide hydrolase	NA	NA	NA	map00903	Limonene and pinene degradation	reaction
C19082	(1R,2R,4S)-Limonene-1,2-diol	NA	NA	NA	NA	NA	compound
R09380	acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase	NA	NA	NA	NA	NA	reaction
C00681	1-Acyl-sn-glycerol 3-phosphate	NA	NA	NA	NA	NA	compound
R09381	acyl-ACP:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	NA	NA	NA	NA	NA	reaction
R09382	CTP,CTP,ATP:tRNA cytidylyl,cytidylyl,adenylyltransferase	NA	NA	NA	NA	NA	reaction
C02211	tRNA precursor	NA	NA	NA	NA	NA	compound
R09383	CTP:tRNA cytidylyltransferase	NA	NA	NA	NA	NA	reaction
R04930	Selenocystathionine Lysteine-lyase (deaminating)	NA	NA	NA	NA	NA	reaction
C05688	L-Selenocysteine	Peptides	NA	NA	NA	NA	compound
C05699	L-Selenocystathionine	NA	NA	NA	NA	NA	compound
R04935	(5-L-glutamyl)-peptide:Se-Methylselenocysteine 5-glutamyltransferase	NA	NA	NA	NA	NA	reaction
C03193	(5-L-Glutamyl)-peptide	NA	NA	NA	NA	NA	compound
C05695	gamma-Glutamyl-Se-methylselenocysteine	NA	NA	NA	NA	NA	compound
R04936	Se-Adenosylselenohomocysteine hydrolase	NA	NA	NA	NA	NA	reaction
C05692	Se-Adenosyl-L-selenohomocysteine	NA	NA	NA	NA	NA	compound
C05691	Se-Adenosylselenomethionine	NA	NA	NA	NA	NA	compound
R04939	R + Se-Adenosylselenomethionine <=> CH3-R + Se-Adenosyl-L-selenohomocysteine	NA	NA	NA	NA	NA	reaction
C05693	R	NA	NA	NA	NA	NA	compound
C05694	CH3-R	NA	NA	NA	NA	NA	compound
C21127	Holyrine A	NA	NA	NA	NA	NA	compound
R11123	Holyrine A <=> O-Demethyl-N-demethyl-staurosporine	NA	M00805	Staurosporine biosynthesis, tryptophan => staurosporine	map01130	Biosynthesis of antibiotics	reaction
C21128	O-Demethyl-N-demethyl-staurosporine	NA	NA	NA	NA	NA	compound
R04658	CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	NA	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A	map01100	Metabolic pathways	reaction
C06024	3-Deoxy-D-manno-octulosonyl-lipid IV(A)	NA	NA	NA	NA	NA	compound
R04276	leucocyanidin,2-oxoglutarate:oxygen oxidoreductase	NA	M00138	Flavonoid biosynthesis, naringenin => pelargonidin	map01100	Metabolic pathways	reaction
C05904	Pelargonidin	NA	NA	NA	NA	NA	compound
C01371	Alkane	NA	NA	NA	NA	NA	compound
R09467	Alkane <=> Secondary alcohol	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C01612	Secondary alcohol	NA	NA	NA	NA	NA	compound
R09419	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating)	NA	NA	NA	NA	NA	reaction
R09310	(R)-Chiral alcohol <=> (R)-Hemiketal	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C18357	(R)-Hemiketal	NA	NA	NA	NA	NA	compound
R07162	acyl-CoA:NADP+ trans-2-oxidoreductase	NA	M00085	Fatty acid biosynthesis, elongation, mitochondria	map00062	Fatty acid elongation	reaction
R00036	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing	NA	M00121	Heme biosynthesis, glutamate => heme	map01100	Metabolic pathways	reaction
C00430	5-Aminolevulinate	NA	NA	NA	NA	NA	compound
R05511	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide + H2O <=> 2-Chloromaleylacetate	NA	NA	NA	map01100	Metabolic pathways	reaction
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	NA	NA	NA	NA	NA	compound
R05510	Protoanemonin lactonohydrolase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C07091	cis-Acetylacrylate	NA	NA	NA	NA	NA	compound
R00032	beta-carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)	NA	NA	NA	map01100	Metabolic pathways	reaction
R07160	3-methyl-2-oxobutanoate:ferredoxin oxidoreductase (decarboxylating	NA	NA	NA	map00280	Valine, leucine and isoleucine degradation	reaction
R05518	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose hydro-lyase (dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose-forming)	NA	M00798	dTDP-L-mycarose biosynthesis	map01130	Biosynthesis of antibiotics	reaction
R11262	maltodextrin maltohydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
C01935	Maltodextrin	NA	NA	NA	NA	NA	compound
R11263	(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase (2-methyl-trans-aconitate forming)	NA	NA	NA	map00640	Propanoate metabolism	reaction
C21250	2-Methyl-trans-aconitate	NA	NA	NA	NA	NA	compound
R11260	Starch <=> Cyclomaltodextrin	NA	NA	NA	map00500	Starch and sucrose metabolism	reaction
C00973	Cyclomaltodextrin	NA	NA	NA	NA	NA	compound
R11261	Starch + n H2O <=> (n+1) Maltodextrin	NA	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	map01100	Metabolic pathways	reaction
R11266	xylostasin:NADP+ 3''-oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C17584	Xylostasin	NA	NA	NA	NA	NA	compound
C21176	3''-Oxoribostamycin	NA	NA	NA	NA	NA	compound
R11267	kanamycin-X:oxygen 6'-oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C21251	6'-Oxokanamycin X	NA	NA	NA	NA	NA	compound
R11264	2-Methyl-trans-aconitate <=> (Z)-But-2-ene-1,2,3-tricarboxylate	NA	NA	NA	map00640	Propanoate metabolism	reaction
R11265	ribostamycin:NAD+ 3''-oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
R11268	kanamycin-C:oxygen 6'-oxidoreductase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C21252	6'-Oxokanamycin C	NA	NA	NA	NA	NA	compound
R11269	kanamycin-A:2-oxoglutarate aminotransferase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
R09315	UDP-D-glucose + [Protein]-L-serine <=> UDP + G13051	NA	NA	NA	map00514	Other types of O-glycan biosynthesis	reaction
